Thread ID, Time, Message Type,n,r,k,case
Thread ID: 12, Time: 11:14:54:114 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 5, Time: 11:14:56:125 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 4, Time: 11:14:58:135 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 15, Time: 11:15:00:146 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 11, Time: 11:15:02:155 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 14, Time: 11:15:04:164 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 7, Time: 11:15:06:174 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 8, Time: 11:15:08:185 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 10, Time: 11:15:10:196 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 1, Time: 11:15:12:206 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 9, Time: 11:15:14:217 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 16, Time: 11:15:16:226 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 3, Time: 11:15:18:238 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 2, Time: 11:15:20:249 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 6, Time: 11:15:22:258 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 13, Time: 11:15:24:269 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 12, Time: 11:15:26:279 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 5, Time: 11:15:28:287 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 4, Time: 11:15:30:298 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 15, Time: 11:15:32:309 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 11, Time: 11:15:34:322 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 14, Time: 11:15:36:331 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 7, Time: 11:15:38:342 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 8, Time: 11:15:40:354 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 10, Time: 11:15:42:367 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 1, Time: 11:15:44:377 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 9, Time: 11:15:46:384 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 16, Time: 11:15:48:394 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 3, Time: 11:15:50:405 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 2, Time: 11:15:52:415 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 6, Time: 11:15:54:425 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 13, Time: 11:15:56:436 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 12, Time: 11:15:58:551 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 5, Time: 11:16:00:613 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 4, Time: 11:16:02:623 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 15, Time: 11:16:04:635 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 11, Time: 11:16:06:647 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 14, Time: 11:16:08:658 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 7, Time: 11:16:10:671 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 8, Time: 11:16:12:686 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 10, Time: 11:16:14:696 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 1, Time: 11:16:16:707 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 9, Time: 11:16:18:719 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 16, Time: 11:16:20:734 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 3, Time: 11:16:22:744 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 2, Time: 11:16:24:754 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 6, Time: 11:16:26:766 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 13, Time: 11:16:28:779 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 12, Time: 11:16:30:793 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 5, Time: 11:16:32:802 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 4, Time: 11:16:34:811 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 15, Time: 11:16:36:820 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 11, Time: 11:16:38:831 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 14, Time: 11:16:40:839 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 7, Time: 11:16:42:849 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 8, Time: 11:16:44:861 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 10, Time: 11:16:46:874 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 1, Time: 11:16:48:887 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 9, Time: 11:16:50:899 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 16, Time: 11:16:52:915 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 3, Time: 11:16:54:927 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 2, Time: 11:16:56:939 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 6, Time: 11:16:58:955 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 13, Time: 11:17:00:978 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 12, Time: 11:17:03:000 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 5, Time: 11:17:05:020 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 4, Time: 11:17:07:038 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 15, Time: 11:17:09:050 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 11, Time: 11:17:11:063 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 14, Time: 11:17:13:078 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 7, Time: 11:17:15:090 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 8, Time: 11:17:17:103 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 10, Time: 11:17:19:115 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 1, Time: 11:17:21:126 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 9, Time: 11:17:23:137 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 16, Time: 11:17:25:148 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 3, Time: 11:17:27:158 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 2, Time: 11:17:29:169 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 6, Time: 11:17:31:179 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 13, Time: 11:17:33:189 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 12, Time: 11:17:35:202 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 5, Time: 11:17:37:215 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 4, Time: 11:17:39:226 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 15, Time: 11:17:41:236 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 11, Time: 11:17:43:247 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 14, Time: 11:17:45:258 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 7, Time: 11:17:47:270 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 8, Time: 11:17:49:281 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 10, Time: 11:17:51:291 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 1, Time: 11:17:53:302 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 9, Time: 11:17:55:312 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 16, Time: 11:17:57:324 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 3, Time: 11:17:59:336 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 2, Time: 11:18:01:348 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 6, Time: 11:18:03:358 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 13, Time: 11:18:05:368 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 12, Time: 11:18:07:379 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 5, Time: 11:18:09:388 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 4, Time: 11:18:11:399 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 15, Time: 11:18:13:412 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 11, Time: 11:18:15:424 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 14, Time: 11:18:17:436 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 7, Time: 11:18:19:446 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 8, Time: 11:18:21:459 19/07/2023, sent GRANT message,16,10,2,1
Thread ID: 10, Time: 11:18:23:469 19/07/2023, sent GRANT message,16,10,2,1
