Thread ID, Time, Message Type,n,r,k,case
Thread ID: 5, Time: 11:12:04:936 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 4, Time: 11:12:06:944 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 3, Time: 11:12:08:953 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 1, Time: 11:12:10:963 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 2, Time: 11:12:12:972 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 7, Time: 11:12:14:980 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 6, Time: 11:12:16:989 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 8, Time: 11:12:18:997 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 5, Time: 11:12:21:007 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 4, Time: 11:12:23:017 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 3, Time: 11:12:25:028 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 1, Time: 11:12:27:040 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 2, Time: 11:12:29:048 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 7, Time: 11:12:31:055 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 6, Time: 11:12:33:063 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 8, Time: 11:12:35:073 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 5, Time: 11:12:37:080 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 4, Time: 11:12:39:090 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 3, Time: 11:12:41:098 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 1, Time: 11:12:43:109 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 2, Time: 11:12:45:119 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 7, Time: 11:12:47:128 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 6, Time: 11:12:49:137 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 8, Time: 11:12:51:145 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 5, Time: 11:12:53:154 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 4, Time: 11:12:55:162 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 3, Time: 11:12:57:173 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 1, Time: 11:12:59:181 19/07/2023, sent GRANT message,8,10,2,1
Thread ID: 2, Time: 11:13:01:191 19/07/2023, sent GRANT message,8,10,2,1
