Thread ID, Time, Message Type,n,r,k,case
Thread ID: 64, Time: 11:37:18:976 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 27, Time: 11:37:19:985 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 55, Time: 11:37:20:994 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 51, Time: 11:37:22:006 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 48, Time: 11:37:23:017 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 28, Time: 11:37:24:028 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 45, Time: 11:37:25:042 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 39, Time: 11:37:26:052 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 47, Time: 11:37:27:065 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 42, Time: 11:37:28:078 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 50, Time: 11:37:29:091 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 57, Time: 11:37:30:104 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 59, Time: 11:37:31:118 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 38, Time: 11:37:32:129 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 46, Time: 11:37:33:143 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 36, Time: 11:37:34:153 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 54, Time: 11:37:35:160 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 61, Time: 11:37:36:170 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 44, Time: 11:37:37:178 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 58, Time: 11:37:38:188 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 17, Time: 11:37:39:197 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 26, Time: 11:37:40:207 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 22, Time: 11:37:41:215 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 33, Time: 11:37:42:225 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 52, Time: 11:37:43:236 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 11:37:44:246 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 13, Time: 11:37:45:258 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 14, Time: 11:37:46:267 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 19, Time: 11:37:47:276 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 11, Time: 11:37:48:283 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 15, Time: 11:37:49:291 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 7, Time: 11:37:50:300 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 34, Time: 11:37:51:309 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 8, Time: 11:37:52:319 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 5, Time: 11:37:53:328 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 16, Time: 11:37:54:339 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 11:37:55:348 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 41, Time: 11:37:56:356 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 23, Time: 11:37:57:373 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 6, Time: 11:37:58:383 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 20, Time: 11:37:59:391 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 12, Time: 11:38:00:401 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 21, Time: 11:38:01:410 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 63, Time: 11:38:02:418 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 11:38:03:431 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 30, Time: 11:38:04:442 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 56, Time: 11:38:05:451 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 35, Time: 11:38:06:460 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 60, Time: 11:38:07:471 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 24, Time: 11:38:08:479 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 9, Time: 11:38:09:489 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 25, Time: 11:38:10:502 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 11:38:11:511 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 62, Time: 11:38:12:521 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 49, Time: 11:38:13:531 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 10, Time: 11:38:14:541 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 29, Time: 11:38:15:551 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 40, Time: 11:38:16:560 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 18, Time: 11:38:17:572 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 53, Time: 11:38:18:584 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 31, Time: 11:38:19:595 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 43, Time: 11:38:20:607 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 32, Time: 11:38:21:619 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 37, Time: 11:38:22:630 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 64, Time: 11:38:23:643 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 27, Time: 11:38:24:655 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 55, Time: 11:38:25:674 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 51, Time: 11:38:26:684 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 48, Time: 11:38:27:692 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 28, Time: 11:38:28:706 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 45, Time: 11:38:29:715 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 39, Time: 11:38:30:722 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 47, Time: 11:38:31:729 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 42, Time: 11:38:32:739 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 50, Time: 11:38:33:749 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 57, Time: 11:38:34:758 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 59, Time: 11:38:35:769 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 38, Time: 11:38:36:779 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 46, Time: 11:38:37:789 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 36, Time: 11:38:38:798 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 54, Time: 11:38:39:806 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 61, Time: 11:38:40:815 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 44, Time: 11:38:41:824 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 58, Time: 11:38:42:839 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 17, Time: 11:38:43:849 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 26, Time: 11:38:44:859 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 22, Time: 11:38:45:872 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 33, Time: 11:38:46:881 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 52, Time: 11:38:47:891 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 11:38:48:903 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 13, Time: 11:38:49:912 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 14, Time: 11:38:50:920 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 19, Time: 11:38:51:929 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 11, Time: 11:38:52:939 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 15, Time: 11:38:53:948 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 7, Time: 11:38:54:956 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 34, Time: 11:38:55:965 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 8, Time: 11:38:56:974 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 5, Time: 11:38:57:984 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 16, Time: 11:38:58:995 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 11:39:00:011 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 41, Time: 11:39:01:020 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 23, Time: 11:39:02:028 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 6, Time: 11:39:03:037 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 20, Time: 11:39:04:047 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 12, Time: 11:39:05:056 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 21, Time: 11:39:06:064 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 63, Time: 11:39:07:074 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 11:39:08:084 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 30, Time: 11:39:09:092 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 56, Time: 11:39:10:104 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 35, Time: 11:39:11:111 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 60, Time: 11:39:12:123 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 24, Time: 11:39:13:134 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 9, Time: 11:39:14:145 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 25, Time: 11:39:15:154 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 11:39:16:161 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 62, Time: 11:39:17:171 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 49, Time: 11:39:18:182 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 10, Time: 11:39:19:190 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 29, Time: 11:39:20:202 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 40, Time: 11:39:21:216 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 18, Time: 11:39:22:225 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 53, Time: 11:39:23:233 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 31, Time: 11:39:24:243 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 43, Time: 11:39:25:254 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 32, Time: 11:39:26:265 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 37, Time: 11:39:27:275 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 64, Time: 11:39:28:286 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 27, Time: 11:39:29:296 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 55, Time: 11:39:30:304 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 51, Time: 11:39:31:314 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 48, Time: 11:39:32:323 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 28, Time: 11:39:33:335 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 45, Time: 11:39:34:345 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 39, Time: 11:39:35:354 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 47, Time: 11:39:36:363 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 42, Time: 11:39:37:373 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 50, Time: 11:39:38:382 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 57, Time: 11:39:39:390 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 59, Time: 11:39:40:400 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 38, Time: 11:39:41:410 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 46, Time: 11:39:42:421 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 36, Time: 11:39:43:432 19/07/2023, sent GRANT message,64,5,1,2
