Thread ID, Time, Message Type,n,r,k,case
Thread ID: 2, Time: 11:07:40:984 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:07:42:992 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:07:45:003 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:07:47:011 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:07:49:023 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:07:51:033 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:07:53:049 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:07:55:059 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:07:57:067 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:07:59:074 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:08:01:084 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:08:03:092 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:08:05:104 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:08:07:112 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:08:09:124 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:08:11:136 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:08:13:149 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:08:15:158 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 2, Time: 11:08:17:168 19/07/2023, sent GRANT message,2,10,2,0
Thread ID: 1, Time: 11:08:19:176 19/07/2023, sent GRANT message,2,10,2,0
