Thread ID, Time, Message Type,n,r,k,case
Thread ID: 7, Time: 11:30:47:919 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 11:30:48:928 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 11:30:49:937 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 11:30:50:946 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 11:30:51:957 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 11:30:52:969 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 11:30:53:977 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 11:30:54:986 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 11:30:55:998 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 11:30:57:009 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 11:30:58:018 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 11:30:59:030 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 11:31:00:045 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 11:31:01:085 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 11:31:02:094 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 11:31:03:104 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 11:31:04:112 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 11:31:05:125 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 11:31:06:139 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 11:31:07:147 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 11:31:08:157 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 11:31:09:166 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 11:31:10:174 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 11:31:11:184 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 11:31:12:194 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 11:31:13:205 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 11:31:14:213 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 11:31:15:222 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 11:31:16:232 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 11:31:17:243 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 11:31:18:253 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 11:31:19:261 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 11:31:20:270 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 11:31:21:279 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 11:31:22:288 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 11:31:23:295 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 11:31:24:309 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 3, Time: 11:31:25:320 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 4, Time: 11:31:26:332 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 12, Time: 11:31:27:345 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 16, Time: 11:31:28:357 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 9, Time: 11:31:29:368 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 10, Time: 11:31:30:382 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 14, Time: 11:31:31:396 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 5, Time: 11:31:32:407 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 8, Time: 11:31:33:418 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 13, Time: 11:31:34:428 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 1, Time: 11:31:35:438 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 7, Time: 11:31:36:450 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 2, Time: 11:31:37:461 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 11, Time: 11:31:38:472 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 6, Time: 11:31:39:483 19/07/2023, sent GRANT message,16,5,1,2
Thread ID: 15, Time: 11:31:40:492 19/07/2023, sent GRANT message,16,5,1,2
