Thread ID, Time, Message Type,n,r,k,case
Thread ID: 1, Time: 11:22:47:201 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 25, Time: 11:22:49:209 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 14, Time: 11:22:51:222 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 13, Time: 11:22:53:235 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 8, Time: 11:22:55:244 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 19, Time: 11:22:57:253 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 18, Time: 11:22:59:263 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 28, Time: 11:23:01:271 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 27, Time: 11:23:03:281 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 30, Time: 11:23:05:288 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 12, Time: 11:23:07:300 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 3, Time: 11:23:09:308 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 2, Time: 11:23:11:316 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 5, Time: 11:23:13:324 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 29, Time: 11:23:15:333 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 24, Time: 11:23:17:341 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 21, Time: 11:23:19:349 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 7, Time: 11:23:21:359 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 20, Time: 11:23:23:369 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 10, Time: 11:23:25:377 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 11, Time: 11:23:27:384 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 9, Time: 11:23:29:391 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 15, Time: 11:23:31:400 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 31, Time: 11:23:33:409 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 16, Time: 11:23:35:417 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 32, Time: 11:23:37:426 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 26, Time: 11:23:39:434 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 4, Time: 11:23:41:444 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 17, Time: 11:23:43:453 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 22, Time: 11:23:45:461 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 23, Time: 11:23:47:469 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 6, Time: 11:23:49:478 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 1, Time: 11:23:51:491 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 25, Time: 11:23:53:500 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 14, Time: 11:23:55:510 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 13, Time: 11:23:57:524 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 8, Time: 11:23:59:532 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 19, Time: 11:24:01:543 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 18, Time: 11:24:03:553 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 28, Time: 11:24:05:563 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 27, Time: 11:24:07:573 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 30, Time: 11:24:09:583 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 12, Time: 11:24:11:595 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 3, Time: 11:24:13:605 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 2, Time: 11:24:15:615 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 5, Time: 11:24:17:626 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 29, Time: 11:24:19:634 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 24, Time: 11:24:21:643 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 21, Time: 11:24:23:653 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 7, Time: 11:24:25:664 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 20, Time: 11:24:27:675 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 10, Time: 11:24:29:682 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 11, Time: 11:24:31:690 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 9, Time: 11:24:33:700 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 15, Time: 11:24:35:708 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 31, Time: 11:24:37:715 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 16, Time: 11:24:39:723 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 32, Time: 11:24:41:731 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 26, Time: 11:24:43:741 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 4, Time: 11:24:45:753 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 17, Time: 11:24:47:763 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 22, Time: 11:24:49:773 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 23, Time: 11:24:51:782 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 6, Time: 11:24:53:790 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 1, Time: 11:24:55:799 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 25, Time: 11:24:57:808 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 14, Time: 11:24:59:819 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 13, Time: 11:25:01:828 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 8, Time: 11:25:03:836 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 19, Time: 11:25:05:844 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 18, Time: 11:25:07:853 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 28, Time: 11:25:09:863 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 27, Time: 11:25:11:873 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 30, Time: 11:25:13:885 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 12, Time: 11:25:15:894 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 3, Time: 11:25:17:904 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 2, Time: 11:25:19:915 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 5, Time: 11:25:21:925 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 29, Time: 11:25:23:936 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 24, Time: 11:25:25:943 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 21, Time: 11:25:27:952 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 7, Time: 11:25:29:961 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 20, Time: 11:25:31:969 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 10, Time: 11:25:33:978 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 11, Time: 11:25:35:987 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 9, Time: 11:25:37:996 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 15, Time: 11:25:40:009 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 31, Time: 11:25:42:021 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 16, Time: 11:25:44:033 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 32, Time: 11:25:46:043 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 26, Time: 11:25:48:054 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 4, Time: 11:25:50:063 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 17, Time: 11:25:52:075 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 22, Time: 11:25:54:086 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 23, Time: 11:25:56:095 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 6, Time: 11:25:58:105 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 1, Time: 11:26:00:114 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 25, Time: 11:26:02:126 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 14, Time: 11:26:04:137 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 13, Time: 11:26:06:149 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 8, Time: 11:26:08:157 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 19, Time: 11:26:10:170 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 18, Time: 11:26:12:181 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 28, Time: 11:26:14:192 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 27, Time: 11:26:16:201 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 30, Time: 11:26:18:211 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 12, Time: 11:26:20:221 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 3, Time: 11:26:22:233 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 2, Time: 11:26:24:241 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 5, Time: 11:26:26:256 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 29, Time: 11:26:28:268 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 24, Time: 11:26:30:280 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 21, Time: 11:26:32:289 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 7, Time: 11:26:34:301 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 20, Time: 11:26:36:310 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 10, Time: 11:26:38:323 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 11, Time: 11:26:40:335 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 9, Time: 11:26:42:343 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 15, Time: 11:26:44:356 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 31, Time: 11:26:46:367 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 16, Time: 11:26:48:376 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 32, Time: 11:26:50:387 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 26, Time: 11:26:52:399 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 4, Time: 11:26:54:408 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 17, Time: 11:26:56:420 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 22, Time: 11:26:58:430 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 23, Time: 11:27:00:439 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 6, Time: 11:27:02:450 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 1, Time: 11:27:04:461 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 25, Time: 11:27:06:469 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 14, Time: 11:27:08:479 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 13, Time: 11:27:10:487 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 8, Time: 11:27:12:497 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 19, Time: 11:27:14:503 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 18, Time: 11:27:16:514 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 28, Time: 11:27:18:523 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 27, Time: 11:27:20:535 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 30, Time: 11:27:22:548 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 12, Time: 11:27:24:559 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 3, Time: 11:27:26:570 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 2, Time: 11:27:28:581 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 5, Time: 11:27:30:590 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 29, Time: 11:27:32:601 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 24, Time: 11:27:34:614 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 21, Time: 11:27:36:622 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 7, Time: 11:27:38:633 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 20, Time: 11:27:40:645 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 10, Time: 11:27:42:653 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 11, Time: 11:27:44:663 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 9, Time: 11:27:46:671 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 15, Time: 11:27:48:680 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 31, Time: 11:27:50:692 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 16, Time: 11:27:52:701 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 32, Time: 11:27:54:713 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 26, Time: 11:27:56:721 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 4, Time: 11:27:58:731 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 17, Time: 11:28:00:742 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 22, Time: 11:28:02:751 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 23, Time: 11:28:04:759 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 6, Time: 11:28:06:769 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 1, Time: 11:28:08:780 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 25, Time: 11:28:10:789 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 14, Time: 11:28:12:801 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 13, Time: 11:28:14:812 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 8, Time: 11:28:16:821 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 19, Time: 11:28:18:832 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 18, Time: 11:28:20:843 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 28, Time: 11:28:22:852 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 27, Time: 11:28:24:861 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 30, Time: 11:28:26:871 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 12, Time: 11:28:28:880 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 3, Time: 11:28:30:890 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 2, Time: 11:28:32:899 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 5, Time: 11:28:34:913 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 29, Time: 11:28:36:923 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 24, Time: 11:28:38:935 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 21, Time: 11:28:40:949 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 7, Time: 11:28:42:961 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 20, Time: 11:28:44:972 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 10, Time: 11:28:46:981 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 11, Time: 11:28:48:989 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 9, Time: 11:28:50:996 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 15, Time: 11:28:53:003 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 31, Time: 11:28:55:012 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 16, Time: 11:28:57:020 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 32, Time: 11:28:59:032 19/07/2023, sent GRANT message,32,10,2,1
Thread ID: 26, Time: 11:29:01:039 19/07/2023, sent GRANT message,32,10,2,1
