Thread ID, Time, Message Type,n,r,k,case
Thread ID: 3, Time: 11:39:48:018 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 1, Time: 11:39:48:026 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 2, Time: 11:39:48:036 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 4, Time: 11:39:48:045 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 3, Time: 11:39:48:071 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 1, Time: 11:39:48:083 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 2, Time: 11:39:48:093 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 4, Time: 11:39:48:108 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 3, Time: 11:39:48:129 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 1, Time: 11:39:48:154 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 2, Time: 11:39:48:170 19/07/2023, sent GRANT message,4,3,0,3
Thread ID: 4, Time: 11:39:48:187 19/07/2023, sent GRANT message,4,3,0,3
